num_ligne;Rentrée scolaire;Code région;Région académique;Code académie;Académie;Code du département;Département;Code INSEE de la commune;Nom de la commune;UAI;Nom de l'établissement;Secteur;IPS;Ecart type de l'IPS;IPS national privé;IPS national public;IPS national;IPS académique privé;IPS académique public;IPS académique;IPS départemental privé;IPS départemental public;IPS départemental
3940.0;2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62758;SAINT MARTIN BOULOGNE;0622434J;COLLEGE ROGER SALENGRO;public;88.5;29.8;124.1;100.9;105.9;119;91.2;98.9;119;89.8;95.2
3945.0;2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0622576N;COLLEGE VAUBAN;public;66.4;17.1;124.1;100.9;105.9;119;91.2;98.9;119;89.8;95.2
3969.0;2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62119;BETHUNE;0622947S;COLLEGE GEORGE SAND;public;94.6;34.6;124.1;100.9;105.9;119;91.2;98.9;119;89.8;95.2
4035.0;2023-2024;01;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;63;PUY-DE-DOME;63263;ORCINES;0631100D;COLLEGE PRIVE SAINTE ANNE;privé sous contrat;114.6;27.4;124.1;100.9;105.9;116;101.8;104.9;122.7;103.7;107.5
4038.0;2023-2024;01;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;63;PUY-DE-DOME;63396;SAINT SATURNIN;0631111R;COLLEGE PRIVE SAINT JOSEPH;privé sous contrat;114.9;27;124.1;100.9;105.9;116;101.8;104.9;122.7;103.7;107.5
4082.0;2023-2024;15;NOUVELLE-AQUITAINE;04;BORDEAUX;64;PYRENEES-ATLANTIQUES;64324;LASSEUBE;0640036S;COLLEGE PIERRE JELIOTE;public;117.3;32.5;124.1;100.9;105.9;125.1;105.3;109.2;120.8;107.3;112
4090.0;2023-2024;15;NOUVELLE-AQUITAINE;04;BORDEAUX;64;PYRENEES-ATLANTIQUES;64485;SAINT JEAN PIED DE PORT;0640069C;COLLEGE LA CITADELLE;public;98.1;27.9;124.1;100.9;105.9;125.1;105.3;109.2;120.8;107.3;112
4125.0;2023-2024;15;NOUVELLE-AQUITAINE;04;BORDEAUX;64;PYRENEES-ATLANTIQUES;64445;PAU;0640607M;COLLEGE MARGUERITE DE NAVARRE;public;116.4;36.4;124.1;100.9;105.9;125.1;105.3;109.2;120.8;107.3;112
4264.0;2023-2024;06;GRAND EST;15;STRASBOURG;67;BAS-RHIN;67066;LA BROQUE;0671697F;COLLEGE FRISON ROCHE;public;90.3;30.7;124.1;100.9;105.9;127.6;98.4;102.9;132.8;100.7;104.7
4285.0;2023-2024;06;GRAND EST;15;STRASBOURG;67;BAS-RHIN;67458;SCHWEIGHOUSE SUR MODER;0671960S;COLLEGE DU BOIS FLEURI;public;102.9;31.7;124.1;100.9;105.9;127.6;98.4;102.9;132.8;100.7;104.7
4300.0;2023-2024;06;GRAND EST;15;STRASBOURG;67;BAS-RHIN;67482;STRASBOURG;0672128Z;COLLEGE JEAN MONNET;public;86.4;30.7;124.1;100.9;105.9;127.6;98.4;102.9;132.8;100.7;104.7
4316.0;2023-2024;06;GRAND EST;15;STRASBOURG;67;BAS-RHIN;67482;STRASBOURG;0672303P;COLLEGE PRIVE INSTITUTION LA DOCTRINE CHRETIENNE;privé sous contrat;123.6;31.7;124.1;100.9;105.9;127.6;98.4;102.9;132.8;100.7;104.7
4318.0;2023-2024;06;GRAND EST;15;STRASBOURG;67;BAS-RHIN;67482;STRASBOURG;0672306T;COLLEGE PRIVE LE GYMNASE LUCIE BERGER ET JEAN STURM;privé sous contrat;149.8;28;124.1;100.9;105.9;127.6;98.4;102.9;132.8;100.7;104.7
6794.0;2023-2024;12;MARTINIQUE;31;MARTINIQUE;972;MARTINIQUE;97218;LE MORNE ROUGE;9720016K;COLLEGE CHRISTIANE EDA PIERRE;public;93.6;28.4;124.1;100.9;105.9;126.3;95.6;101.3;126.3;95.6;101.3
6802.0;2023-2024;12;MARTINIQUE;31;MARTINIQUE;972;MARTINIQUE;97206;LE DIAMANT;9720035F;COLLEGE;public;111.7;32.2;124.1;100.9;105.9;126.3;95.6;101.3;126.3;95.6;101.3
6810.0;2023-2024;12;MARTINIQUE;31;MARTINIQUE;972;MARTINIQUE;97209;FORT DE FRANCE;9720349X;COLLEGE ROGER CASTENDET EX CORIDON;public;98.4;29.5;124.1;100.9;105.9;126.3;95.6;101.3;126.3;95.6;101.3
6833.0;2023-2024;12;MARTINIQUE;31;MARTINIQUE;972;MARTINIQUE;97227;SAINTE LUCE;9720776L;COLLEGE PRIVE ADVENTISTE RAMA;privé sous contrat;121.2;27.4;124.1;100.9;105.9;126.3;95.6;101.3;126.3;95.6;101.3
6846.0;2023-2024;08;GUYANE;33;GUYANE;973;GUYANE;97312;SINNAMARY;9730145V;COLLEGE ELIE CASTOR;public;77.3;26.1;124.1;100.9;105.9;121.5;78.4;81.9;121.5;78.4;81.9
6850.0;2023-2024;08;GUYANE;33;GUYANE;973;GUYANE;97306;MANA;9730192W;COLLEGE LEO OTHILY;public;73.9;27.1;124.1;100.9;105.9;121.5;78.4;81.9;121.5;78.4;81.9
6881.0;2023-2024;11;LA REUNION;28;LA REUNION;974;LA REUNION;97413;SAINT LEU;9740018B;COLLEGE HARRY GRUCHET CHALOUPE ST LEU;public;77;29.1;124.1;100.9;105.9;122.6;84.6;88.3;122.6;84.6;88.3
6889.0;2023-2024;11;LA REUNION;28;LA REUNION;974;LA REUNION;97419;SAINTE ROSE;9740044E;COLLEGE THERESIEN CADET;public;79.7;27.4;124.1;100.9;105.9;122.6;84.6;88.3;122.6;84.6;88.3
6940.0;2023-2024;11;LA REUNION;28;LA REUNION;974;LA REUNION;97416;SAINT PIERRE;9741049X;COLLEGE HENRI MATISSE;public;73.3;24.9;124.1;100.9;105.9;122.6;84.6;88.3;122.6;84.6;88.3
7027.0;2024-2025;01;AUVERGNE-RHONE-ALPES;10;LYON;01;AIN;01354;SAINT GENIS POUILLY;0010975E;COLLEGE JACQUES PREVERT;public;112;35.1;125.1;100.9;106.1;127.9;102.1;109.6;124.1;105.9;109.4
7037.0;2024-2025;01;AUVERGNE-RHONE-ALPES;10;LYON;01;AIN;01249;MIRIBEL;0011151W;COLLEGE PRIVE SAINT JOSEPH;privé sous contrat;140.3;28.8;125.1;100.9;106.1;127.9;102.1;109.6;124.1;105.9;109.4
7042.0;2024-2025;01;AUVERGNE-RHONE-ALPES;10;LYON;01;AIN;01313;PREVESSIN MOENS;0011301J;COLLEGE LE JORAN;public;116.8;36;125.1;100.9;106.1;127.9;102.1;109.6;124.1;105.9;109.4
7081.0;2024-2025;09;HAUTS-DE-FRANCE;20;AMIENS;02;AISNE;02408;LAON;0020090M;COLLEGE CHARLEMAGNE;public;79.2;25.9;125.1;100.9;106.1;121.9;95.1;99.7;114.9;90.5;93.6
7124.0;2024-2025;01;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;03;ALLIER;03036;BOURBON L ARCHAMBAULT;0030004N;COLLEGE ACHILLE ALLIER;public;104.3;32;125.1;100.9;106.1;116.7;101.8;105.2;118.6;97.2;99.8
7174.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;04;ALPES-DE-HAUTE-PROVENCE;04070;DIGNE LES BAINS;0040044B;COLLEGE MARIA BORRELY;public;94.4;32;125.1;100.9;106.1;124.3;99.7;104.7;124;105.6;107.3
7244.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;23;NICE;06;ALPES-MARITIMES;06088;NICE;0061131X;COLLEGE MAURICE JAUBERT;public;69.7;18;125.1;100.9;106.1;130.3;102.2;106.5;131.7;103.8;108.4
7280.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;23;NICE;06;ALPES-MARITIMES;06084;MOUANS SARTOUX;0061795U;COLLEGE LA CHENAIE;public;116;35.1;125.1;100.9;106.1;130.3;102.2;106.5;131.7;103.8;108.4
7375.0;2024-2025;16;OCCITANIE;16;TOULOUSE;09;ARIEGE;09185;MAZERES;0090012P;COLLEGE GASTON FEBUS;public;106.6;31.1;125.1;100.9;106.1;124.6;107.2;110.4;113.3;102.7;104.1
7400.0;2024-2025;06;GRAND EST;19;REIMS;10;AUBE;10237;MESNIL SAINT LOUP;0100051B;COLLEGE PRIVE SAINT LOUP;privé sous contrat;107.7;29.4;125.1;100.9;106.1;119.6;94.3;99;117.7;93.4;97.8
7443.0;2024-2025;16;OCCITANIE;11;MONTPELLIER;11;AUDE;11115;CUXAC CABARDES;0110721Z;COLLEGE ANTOINE COURRIERE;public;108.1;28.5;125.1;100.9;106.1;122.7;100;104.1;116.3;97.2;99.6
7474.0;2024-2025;16;OCCITANIE;16;TOULOUSE;12;AVEYRON;12052;CAPDENAC GARE;0120082Z;COLLEGE PRIVE SAINT LOUIS;privé sous contrat;105.1;30.6;125.1;100.9;106.1;124.6;107.2;110.4;110.7;103;106
7494.0;2024-2025;16;OCCITANIE;16;TOULOUSE;12;AVEYRON;12202;RODEZ;0121430P;COLLEGE PRIVE SAINT JOSEPH LA SALLE;privé sous contrat;120.4;29.5;125.1;100.9;106.1;124.6;107.2;110.4;110.7;103;106
7495.0;2024-2025;16;OCCITANIE;16;TOULOUSE;12;AVEYRON;12176;ONET LE CHATEAU;0121500R;COLLEGE PRIVE SAINT VIATEUR CANAGUET;privé sous contrat;117.1;29.5;125.1;100.9;106.1;124.6;107.2;110.4;110.7;103;106
7512.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;13213;MARSEILLE 13E ARRONDISSEMENT;0131260Z;COLLEGE EDMOND ROSTAND;public;71.4;20.1;125.1;100.9;106.1;124.3;99.7;104.7;126.5;100.1;105.8
7561.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;13212;MARSEILLE 12E ARRONDISSEMENT;0131756N;COLLEGE DARIUS MILHAUD;public;86.4;30.3;125.1;100.9;106.1;124.3;99.7;104.7;126.5;100.1;105.8
7630.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;13206;MARSEILLE 6E ARRONDISSEMENT;0132909S;COURS BASTIDE COLLEGE PRIVE;privé sous contrat;140.9;27.9;125.1;100.9;106.1;124.3;99.7;104.7;126.5;100.1;105.8
7673.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;13106;SEPTEMES LES VALLONS;0133765X;COLLEGE MARC FERRANDI;public;79.6;31.4;125.1;100.9;106.1;124.3;99.7;104.7;126.5;100.1;105.8
7716.0;2024-2025;14;NORMANDIE;70;NORMANDIE;14;CALVADOS;14118;CAEN;0141159J;COLLEGE PRIVE INSTITUT SAINT PIERRE;privé sous contrat;133.9;31.4;125.1;100.9;106.1;119.6;99.3;103.3;122.6;103.7;107.9
7727.0;2024-2025;14;NORMANDIE;70;NORMANDIE;14;CALVADOS;14654;SAINT PIERRE EN AUGE;0141226G;COLLEGE PRIVE SAINTE THERESE;privé sous contrat;117.6;28.1;125.1;100.9;106.1;119.6;99.3;103.3;122.6;103.7;107.9
7747.0;2024-2025;14;NORMANDIE;70;NORMANDIE;14;CALVADOS;14027;LES MONTS D AUNAY;0141662F;COLLEGE CHARLES LEMAITRE;public;100.1;30.2;125.1;100.9;106.1;119.6;99.3;103.3;122.6;103.7;107.9
7754.0;2024-2025;14;NORMANDIE;70;NORMANDIE;14;CALVADOS;14762;VIRE NORMANDIE;0141767V;COLLEGE MAUPAS;public;98.6;33.9;125.1;100.9;106.1;119.6;99.3;103.3;122.6;103.7;107.9
7782.0;2024-2025;01;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;15;CANTAL;15187;SAINT FLOUR;0150053B;COLLEGE PRIVE SAINT JOSEPH LA PRESENTATION;privé sous contrat;105.8;27.6;125.1;100.9;106.1;116.7;101.8;105.2;109.9;103.4;104.1
7819.0;2024-2025;15;NOUVELLE-AQUITAINE;13;POITIERS;16;CHARENTE;16070;CHABANAIS;0160120U;COLLEGE JEAN DE LA QUINTINIE;public;89.5;25.7;125.1;100.9;106.1;118.4;103.6;106.2;123.9;99.9;103.5
7852.0;2024-2025;15;NOUVELLE-AQUITAINE;13;POITIERS;17;CHARENTE-MARITIME;17397;SAINT SAVINIEN;0170056U;COLLEGE ROBERT CELLERIER;public;102.5;29.2;125.1;100.9;106.1;118.4;103.6;106.2;121.4;105.5;107.2
7859.0;2024-2025;15;NOUVELLE-AQUITAINE;13;POITIERS;17;CHARENTE-MARITIME;17299;ROCHEFORT;0170081W;COLLEGE LA FAYETTE;public;91.4;27.4;125.1;100.9;106.1;118.4;103.6;106.2;121.4;105.5;107.2
7887.0;2024-2025;15;NOUVELLE-AQUITAINE;13;POITIERS;17;CHARENTE-MARITIME;17003;AIGREFEUILLE D AUNIS;0171129K;COLLEGE ANDRE DULIN;public;108.2;27.8;125.1;100.9;106.1;118.4;103.6;106.2;121.4;105.5;107.2
7903.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;18;CHER;18207;SAINT FLORENT SUR CHER;0180028H;COLLEGE VOLTAIRE;public;102.2;31.4;125.1;100.9;106.1;123;100;103.5;121.1;97;99.7
7921.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;18;CHER;18087;DUN SUR AURON;0180736C;COLLEGE LE COLOMBIER;public;95.8;29.6;125.1;100.9;106.1;123;100;103.5;121.1;97;99.7
7940.0;2024-2025;15;NOUVELLE-AQUITAINE;22;LIMOGES;19;CORREZE;19031;BRIVE LA GAILLARDE;0190065T;COLLEGE PRIVE SAINT JOSEPH;privé sous contrat;108.3;27.2;125.1;100.9;106.1;126.9;101.7;104.5;121.4;102.3;104.9
7953.0;2024-2025;15;NOUVELLE-AQUITAINE;22;LIMOGES;19;CORREZE;19010;ARGENTAT SUR DORDOGNE;0190779U;COLLEGE PRIVE JEANNE D ARC;privé sous contrat;102.2;27;125.1;100.9;106.1;126.9;101.7;104.5;121.4;102.3;104.9
7980.0;2024-2025;02;BOURGOGNE-FRANCHE-COMTE;07;DIJON;21;COTE D'OR;21154;CHATILLON SUR SEINE;0211079J;COLLEGE PRIVE SAINT BERNARD;privé sous contrat;94.7;25.4;125.1;100.9;106.1;122;101.2;104.3;127.8;105.6;109.6
8009.0;2024-2025;02;BOURGOGNE-FRANCHE-COMTE;07;DIJON;21;COTE D'OR;21103;BRAZEY EN PLAINE;0211756V;COLLEGE GEORGES BRASSENS;public;105.4;30.2;125.1;100.9;106.1;122;101.2;104.3;127.8;105.6;109.6
8011.0;2024-2025;03;BRETAGNE;14;RENNES;22;COTES D'ARMOR;22013;BOURBRIAC;0220003J;COLLEGE JULES FERRY;public;93.4;27.8;125.1;100.9;106.1;116.9;105.9;110.7;113.7;102.9;106.6
8044.0;2024-2025;03;BRETAGNE;14;RENNES;22;COTES D'ARMOR;22250;PONTRIEUX;0220166L;COLLEGE PRIVE NOTRE DAME DES FONTAINES;privé sous contrat;104.6;26.4;125.1;100.9;106.1;116.9;105.9;110.7;113.7;102.9;106.6
8080.0;2024-2025;03;BRETAGNE;14;RENNES;22;COTES D'ARMOR;22278;SAINT BRIEUC;0221750H;COLLEGE PRIVE SAINT CHARLES;privé sous contrat;129.8;33.7;125.1;100.9;106.1;116.9;105.9;110.7;113.7;102.9;106.6
8131.0;2024-2025;15;NOUVELLE-AQUITAINE;04;BORDEAUX;24;DORDOGNE;24370;SAINT ANTOINE DE BREUILH;0240087P;COLLEGE PRIVE SAINT JOSEPH;privé sous contrat;109.1;28.7;125.1;100.9;106.1;126.3;105.8;109.9;115.5;99.3;101.6
8144.0;2024-2025;15;NOUVELLE-AQUITAINE;04;BORDEAUX;24;DORDOGNE;24164;EXCIDEUIL;0241007P;COLLEGE GIRAUT DE BORNEIL;public;102.5;29.6;125.1;100.9;106.1;126.3;105.8;109.9;115.5;99.3;101.6
4364.0;2023-2024;06;GRAND EST;15;STRASBOURG;68;HAUT-RHIN;68201;MASEVAUX NIEDERBRUCK;0681265F;COLLEGE CONRAD ALEXANDRE GERARD;public;106.5;31;124.1;100.9;105.9;127.6;98.4;102.9;122.8;94.8;100.2
4371.0;2023-2024;06;GRAND EST;15;STRASBOURG;68;HAUT-RHIN;68374;WINTZENHEIM;0681365P;COLLEGE JACQUES PREVERT;public;106.4;34.9;124.1;100.9;105.9;127.6;98.4;102.9;122.8;94.8;100.2
4373.0;2023-2024;06;GRAND EST;15;STRASBOURG;68;HAUT-RHIN;68334;THANN;0681368T;COLLEGE CHARLES WALCH;public;93.9;33.7;124.1;100.9;105.9;127.6;98.4;102.9;122.8;94.8;100.2
4415.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69383;LYON 3E ARRONDISSEMENT;0690131T;COLLEGE RAOUL DUFY;public;112.1;43;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4445.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69259;VENISSIEUX;0691480J;COLLEGE HONORE DE BALZAC;public;82.9;24.8;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4451.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69291;SAINT SYMPHORIEN D OZON;0691496B;COLLEGE JACQUES PREVERT;public;118.8;33.5;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4473.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69385;LYON 5E ARRONDISSEMENT;0691798E;COLLEGE LES BATTIERES;public;89.7;31.3;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4489.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69388;LYON 8E ARRONDISSEMENT;0692340U;COLLEGE HENRI LONGCHAMBON;public;80.6;25.4;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4502.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69384;LYON 4E ARRONDISSEMENT;0692505Y;COLLEGE PRIVE LA SALLE LYON CROIX ROUSSE;privé sous contrat;141;28.3;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4503.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69276;FEYZIN;0692520P;COLLEGE FREDERIC MISTRAL;public;89.6;27.5;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4525.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69149;OULLINS;0692924D;COLLEGE PRIVE SAINT THOMAS D AQUIN VERITAS;privé sous contrat;135.6;31.1;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4546.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69270;CHAPONNAY;0693243A;COLLEGE PRIVE LA XAVIERE;privé sous contrat;136.2;29.2;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4571.0;2023-2024;02;BOURGOGNE-FRANCHE-COMTE;03;BESANCON;70;HAUTE-SAONE;70227;FAUCOGNEY ET LA MER;0700005A;COLLEGE DUPLESSIS DEVILLE;public;99.7;30.5;124.1;100.9;105.9;110.1;98.5;100.7;107.2;98;99.3
4675.0;2023-2024;17;PAYS DE LA LOIRE;17;NANTES;72;SARTHE;72373;VIBRAYE;0720058X;COLLEGE GABRIEL GOUSSAULT;public;95;29.3;124.1;100.9;105.9;116.8;102.9;108.8;115.9;97.9;102.3
4771.0;2023-2024;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;73;SAVOIE;73087;COGNIN;0731113N;COLLEGE HENRY BORDEAUX;public;112;34.2;124.1;100.9;105.9;122.6;106.2;109.8;121.8;109.9;111.5
4782.0;2023-2024;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74002;ALBY SUR CHERAN;0740002A;COLLEGE RENE LONG;public;120.7;32.6;124.1;100.9;105.9;122.6;106.2;109.8;126.4;106.1;111.4
4897.0;2023-2024;10;ILE-DE-FRANCE;01;PARIS;75;PARIS;75107;PARIS 7E ARRONDISSEMENT;0752249M;COLLEGE JULES ROMAINS;public;128;37.6;124.1;100.9;105.9;147.6;117.2;128.2;147.6;117.2;128.2
4898.0;2023-2024;10;ILE-DE-FRANCE;01;PARIS;75;PARIS;75109;PARIS 9E ARRONDISSEMENT;0752250N;COLLEGE PAUL GAUGUIN;public;137.3;39.6;124.1;100.9;105.9;147.6;117.2;128.2;147.6;117.2;128.2
4908.0;2023-2024;10;ILE-DE-FRANCE;01;PARIS;75;PARIS;75103;PARIS 3E ARRONDISSEMENT;0752524L;COLLEGE VICTOR HUGO;public;134.4;39.3;124.1;100.9;105.9;147.6;117.2;128.2;147.6;117.2;128.2
4932.0;2023-2024;10;ILE-DE-FRANCE;01;PARIS;75;PARIS;75116;PARIS 16E ARRONDISSEMENT;0752550P;COLLEGE JEAN DE LA FONTAINE;public;135.7;35.9;124.1;100.9;105.9;147.6;117.2;128.2;147.6;117.2;128.2
4987.0;2023-2024;10;ILE-DE-FRANCE;01;PARIS;75;PARIS;75120;PARIS 20E ARRONDISSEMENT;0753387Z;COLLEGE PRIVE BETH YACOV;privé sous contrat;107.8;30.3;124.1;100.9;105.9;147.6;117.2;128.2;147.6;117.2;128.2
5002.0;2023-2024;10;ILE-DE-FRANCE;01;PARIS;75;PARIS;75116;PARIS 16E ARRONDISSEMENT;0753996L;COLLEGE PRIVE SAINT HONORE D EYLAU;privé sous contrat;141.1;24.2;124.1;100.9;105.9;147.6;117.2;128.2;147.6;117.2;128.2
8174.0;2024-2025;02;BOURGOGNE-FRANCHE-COMTE;03;BESANCON;25;DOUBS;25512;LE RUSSEY;0251058P;COLLEGE PRIVE IMMACULEE CONCEPTION;privé sous contrat;98.4;30.4;125.1;100.9;106.1;110.1;98.7;100.8;109.3;98.3;100.5
5051.0;2023-2024;14;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76624;SAINT NICOLAS D ALIERMONT;0760105B;COLLEGE CLAUDE MONET;public;94.4;28.6;124.1;100.9;105.9;118.5;99.2;103;121.9;97.8;102.2
8235.0;2024-2025;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;26;DROME;26235;PIERRELATTE;0260098R;COLLEGE PRIVE SAINT MICHEL;privé sous contrat;117.4;29.5;125.1;100.9;106.1;123.5;106.3;110;120;101.4;106.1
5096.0;2023-2024;14;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76212;DARNETAL;0761778V;COLLEGE JEAN JACQUES ROUSSEAU;public;98.5;35;124.1;100.9;105.9;118.5;99.2;103;121.9;97.8;102.2
5112.0;2023-2024;14;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76164;RIVES EN SEINE;0762084C;COLLEGE VICTOR HUGO;public;100.4;32.8;124.1;100.9;105.9;118.5;99.2;103;121.9;97.8;102.2
8306.0;2024-2025;14;NORMANDIE;70;NORMANDIE;27;EURE;27107;BOURNEVILLE SAINTE CROIX;0271284Z;COLLEGE SIMONE SAUTEUR;public;98.8;29.3;125.1;100.9;106.1;119.6;99.3;103.3;122.1;99.1;102.3
8349.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;28;EURE-ET-LOIR;28061;BROU;0280674F;COLLEGE PRIVE SAINT PAUL;privé sous contrat;111.4;27.6;125.1;100.9;106.1;123;100;103.5;121.7;100.4;104.1
5147.0;2023-2024;14;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76231;ELBEUF;0762459K;COLLEGE NELSON MANDELA;public;83;28.6;124.1;100.9;105.9;118.5;99.2;103;121.9;97.8;102.2
8373.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;28;EURE-ET-LOIR;28085;CHARTRES;0280993C;COLLEGE PRIVE NOTRE DAME;privé sous contrat;139.8;27.2;125.1;100.9;106.1;123;100;103.5;121.7;100.4;104.1
8375.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;28;EURE-ET-LOIR;28007;ANET;0281038B;COLLEGE MOZART;public;112.4;28.6;125.1;100.9;106.1;123;100;103.5;121.7;100.4;104.1
5207.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77285;LE MEE SUR SEINE;0771337K;COLLEGE ELSA TRIOLET;public;84.5;29;124.1;100.9;105.9;130.2;98.7;103;132.7;104.3;107.7
5234.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77420;SAINT MARD;0771615M;COLLEGE GEORGES BRASSENS;public;102.3;29.2;124.1;100.9;105.9;130.2;98.7;103;132.7;104.3;107.7
5297.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77294;MITRY MORY;0772573D;COLLEGE ERIK SATIE;public;103.3;33.6;124.1;100.9;105.9;130.2;98.7;103;132.7;104.3;107.7
8425.0;2024-2025;03;BRETAGNE;14;RENNES;29;FINISTERE;29189;PLOUGASTEL DAOULAS;0290297R;COLLEGE PRIVE SAINTE ANNE;privé sous contrat;126.4;27.3;125.1;100.9;106.1;116.9;105.9;110.7;117.6;106.1;111.1
8430.0;2024-2025;03;BRETAGNE;14;RENNES;29;FINISTERE;29233;QUIMPERLE;0290307B;COLLEGE PRIVE SAINTE CROIX;privé sous contrat;105.2;28.8;125.1;100.9;106.1;116.9;105.9;110.7;117.6;106.1;111.1
5394.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78551;SAINT GERMAIN EN LAYE;0781589D;COLLEGE PRIVE SAINT EREMBERT;privé sous contrat;158.4;18.5;124.1;100.9;105.9;144.1;109.3;115.8;148.4;116.9;122.7
8482.0;2024-2025;03;BRETAGNE;14;RENNES;29;FINISTERE;29189;PLOUGASTEL DAOULAS;0291928N;COLLEGE DE LA FONTAINE BLANCHE;public;125.2;34.7;125.1;100.9;106.1;116.9;105.9;110.7;117.6;106.1;111.1
5399.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78420;MONTFORT L AMAURY;0781600R;COLLEGE PRIVE SAINT LOUIS NOTRE DAME DU BEL AIR;privé sous contrat;150.7;22.5;124.1;100.9;105.9;144.1;109.3;115.8;148.4;116.9;122.7
8560.0;2024-2025;16;OCCITANIE;11;MONTPELLIER;30;GARD;30034;BELLEGARDE;0301827Y;COLLEGE FEDERICO GARCIA LORCA;public;100.2;31.2;125.1;100.9;106.1;122.7;100;104.1;118;99.5;103.6
5475.0;2023-2024;15;NOUVELLE-AQUITAINE;13;POITIERS;79;DEUX-SEVRES;79195;NUEIL LES AUBIERS;0790061M;COLLEGE PRIVE ABBE PIERRE;privé sous contrat;90.1;21.9;124.1;100.9;105.9;117.4;103.4;105.8;110.5;103.4;105.2
5485.0;2023-2024;15;NOUVELLE-AQUITAINE;13;POITIERS;79;DEUX-SEVRES;79191;NIORT;0790703K;COLLEGE PHILIPPE DE COMMYNES;public;115.1;34.6;124.1;100.9;105.9;117.4;103.4;105.8;110.5;103.4;105.2
5502.0;2023-2024;15;NOUVELLE-AQUITAINE;13;POITIERS;79;DEUX-SEVRES;79191;NIORT;0791134D;COLLEGE PRIVE ANTOINE DE SAINT EXUPERY;privé sous contrat;122.4;30.4;124.1;100.9;105.9;117.4;103.4;105.8;110.5;103.4;105.2
